Group ID	Source ID	Pf Chrom	Pf start	Pf stop	Poc ortholog	Poc chrom	Poc start	Poc stop	Pow ortholog	Pow chrom	Pow start	Pow stop													
OG6_102635	PF3D7_0109400	Pf3D7_01_v3	373864	375683	PocGH01_02012900	PocGH01_02_v2	98811	99547	POWCR01_020007700	LT594506	97998	98671													
OG6_102129	PF3D7_0109500	Pf3D7_01_v3	376164	377704	PocGH01_02012800	PocGH01_02_v2	96894	97633	POWCR01_020007600	LT594506	96092	96829													
OG6_153913	PF3D7_0109600	Pf3D7_01_v3	377795	378599	PocGH01_02012700	PocGH01_02_v2	95399	96115	POWCR01_020007500	LT594506	94524	95292													
OG6_103080	PF3D7_0109700	Pf3D7_01_v3	378653	380086	PocGH01_02012600	PocGH01_02_v2	94020	94843	POWCR01_020007400	LT594506	92984	93814													
OG6_100669	PF3D7_0109800	Pf3D7_01_v3	380254	382568	PocGH01_02012500	PocGH01_02_v2	91268	92926	POWCR01_020007300	LT594506	90162	91820													
OG6_149545	PF3D7_0109950	Pf3D7_01_v3	386708	388186	PocGH01_02012300	PocGH01_02_v2	85299	86584	POWCR01_020007100	LT594506	83857	85198													
OG6_532923	PF3D7_0110000	Pf3D7_01_v3	388192	389559	PocGH01_02012200	PocGH01_02_v2	84047	84763	POWCR01_020007000	LT594506	82567	83283													
OG6_103847	PF3D7_0110100	Pf3D7_01_v3	388887	392185	PocGH01_02012100	PocGH01_02_v2	81605	83791	POWCR01_020006900	LT594506	80117	82309													
OG6_101299	PF3D7_0110200	Pf3D7_01_v3	392323	393620	PocGH01_02012000	PocGH01_02_v2	80114	80533	POWCR01_020006800	LT594506	78573	78992													
OG6_102455	PF3D7_0110400	Pf3D7_01_v3	393695	395222	PocGH01_02011900	PocGH01_02_v2	78582	79464	POWCR01_020006700	LT594506	77036	77918													
OG6_100438	PF3D7_0110600	Pf3D7_01_v3	405007	412453	PocGH01_02011700	PocGH01_02_v2	64684	69870	POWCR01_020006500	LT594506	62214	67582													
OG6_101024	PF3D7_0110800	Pf3D7_01_v3	417254	420218	PocGH01_02011500	PocGH01_02_v2	55947	57366	POWCR01_020006300	LT594506	53071	54550													
OG6_101453	PF3D7_0110900	Pf3D7_01_v3	419727	420942	PocGH01_02011400	PocGH01_02_v2	54898	55521	POWCR01_020006200	LT594506	51940	52563													
OG6_100835	PF3D7_0111000	Pf3D7_01_v3	421025	428878	PocGH01_02011300	PocGH01_02_v2	49684	54232	POWCR01_080027100	LT594512	1003845	1008035													
OG6_139473	PF3D7_0111200	Pf3D7_01_v3	429849	430879	PocGH01_02011200	PocGH01_02_v2	46815	47603	POWCR01_020006000	LT594506	43790	44465													
OG6_102931	PF3D7_0111300	Pf3D7_01_v3	431167	436457	PocGH01_02011100	PocGH01_02_v2	42539	45991	POWCR01_020005900	LT594506	39323	42841													
OG6_100591	PF3D7_0111500	Pf3D7_01_v3	439395	442195	PocGH01_02010900	PocGH01_02_v2	36042	37981	POWCR01_020005700	LT594506	32474	34435													
OG6_532403	PF3D7_0111600	Pf3D7_01_v3	442380	443473	PocGH01_02010800	PocGH01_02_v2	34417	35205	POWCR01_020005600	LT594506	30810	31598													
OG6_104453	PF3D7_0111900	Pf3D7_01_v3	449966	450646	PocGH01_02010500	PocGH01_02_v2	27148	27613	POWCR01_020005300	LT594506	23392	23868													
OG6_100330	PF3D7_0112000	Pf3D7_01_v3	450831	453195	PocGH01_02010400	PocGH01_02_v2	24412	27009	POWCR01_020005200	LT594506	20666	23254													
OG6_532648	PF3D7_0112100	Pf3D7_01_v3	454847	455338	PocGH01_02010300	PocGH01_02_v2	22237	22734	POWCR01_020005100	LT594506	18511	19008													
OG6_533662	PF3D7_0202800	Pf3D7_02_v3	137155	141252	PocGH01_04027000	PocGH01_04_v2	669639	670655	POWCR01_040022400	LT594508	744393	745453													
OG6_100860	PF3D7_0203100	Pf3D7_02_v3	148914	157296	PocGH01_04026700	PocGH01_04_v2	650924	657865	POWCR01_040022200	LT594508	725451	732347													
OG6_532384	PF3D7_0203200	Pf3D7_02_v3	157937	159891	PocGH01_04026600	PocGH01_04_v2	647570	648994	POWCR01_040022100	LT594508	722074	723498													
OG6_102832	PF3D7_0203300	Pf3D7_02_v3	160393	161450	PocGH01_04026500	PocGH01_04_v2	645800	646486	POWCR01_040022000	LT594508	720288	720974													
OG6_148528	PF3D7_0203400	Pf3D7_02_v3	161491	163864	PocGH01_04026400	PocGH01_04_v2	644313	645243	POWCR01_040021900	LT594508	718771	719701													
OG6_533151	PF3D7_0203600	Pf3D7_02_v3	165912	168559	PocGH01_04026200	PocGH01_04_v2	638790	640316	POWCR01_040021700	LT594508	713198	714730													
OG6_102084	PF3D7_0203700	Pf3D7_02_v3	168580	170767	PocGH01_04026100	PocGH01_04_v2	636416	637976	POWCR01_040021600	LT594508	710813	712097													
OG6_533217	PF3D7_0204000	Pf3D7_02_v3	178955	181941	PocGH01_04025800	PocGH01_04_v2	624774	627314	POWCR01_040021300	LT594508	698616	701304													
OG6_533193	PF3D7_0204100	Pf3D7_02_v3	181749	189877	PocGH01_04025700	PocGH01_04_v2	617827	623694	POWCR01_040021200	LT594508	691716	697535													
OG6_142647	PF3D7_0204200	Pf3D7_02_v3	192755	194248	PocGH01_04025600	PocGH01_04_v2	611967	613703	POWCR01_040021100	LT594508	685390	687250													
OG6_533139	PF3D7_0204300	Pf3D7_02_v3	194272	197151	PocGH01_04025500	PocGH01_04_v2	609235	611115	POWCR01_040021000	LT594508	682756	684642													
OG6_100337	PF3D7_0204500	Pf3D7_02_v3	198353	199613	PocGH01_04025300	PocGH01_04_v2	606169	607416	POWCR01_040020900	LT594508	679571	680830													
OG6_533505	PF3D7_0204600	Pf3D7_02_v3	199889	204454	PocGH01_04025200	PocGH01_04_v2	601287	604259	POWCR01_040020800	LT594508	674765	677665													
OG6_100060	PF3D7_0204700	Pf3D7_02_v3	204784	207425	PocGH01_04025100	PocGH01_04_v2	598453	599964	POWCR01_040020700	LT594508	671718	673229													
OG6_109411	PF3D7_0204800	Pf3D7_02_v3	209149	211029	PocGH01_04025000	PocGH01_04_v2	594218	595309	POWCR01_040020600	LT594508	667253	668344													
OG6_103378	PF3D7_0205200	Pf3D7_02_v3	217882	218907	PocGH01_04024600	PocGH01_04_v2	584165	585391	POWCR01_040020200	LT594508	656985	658143													
OG6_101860	PF3D7_0205400	Pf3D7_02_v3	222830	225455	PocGH01_04024400	PocGH01_04_v2	578729	580090	POWCR01_040020000	LT594508	651591	652952													
OG6_102742	PF3D7_0205500	Pf3D7_02_v3	225212	226438	PocGH01_04024300	PocGH01_04_v2	577679	578298	POWCR01_040019900	LT594508	650493	651107													
OG6_533294	PF3D7_0205700	Pf3D7_02_v3	230768	232631	PocGH01_04024100	PocGH01_04_v2	570747	572253	POWCR01_040019700	LT594508	643669	645254													
OG6_110240	PF3D7_0205800	Pf3D7_02_v3	232642	233918	PocGH01_04024000	PocGH01_04_v2	569650	570420	POWCR01_040019600	LT594508	642372	643177													
OG6_101799	PF3D7_0205900	Pf3D7_02_v3	234461	239124	PocGH01_04023900	PocGH01_04_v2	563959	567544	POWCR01_040019500	LT594508	636561	640226													
OG6_101206	PF3D7_0206100	Pf3D7_02_v3	244645	248513	PocGH01_04023700	PocGH01_04_v2	555825	557373	POWCR01_040019300	LT594508	628456	630005													
OG6_107635	PF3D7_0206200	Pf3D7_02_v3	248880	251521	PocGH01_04023600	PocGH01_04_v2	551646	553250	POWCR01_040019200	LT594508	624261	625868													
OG6_101491	PF3D7_0206600	Pf3D7_02_v3	268187	270646	PocGH01_04023300	PocGH01_04_v2	532842	533380	POWCR01_040018900	LT594508	603775	604443													
OG6_100666	PF3D7_0206700	Pf3D7_02_v3	271374	274711	PocGH01_04023200	PocGH01_04_v2	530493	531899	POWCR01_040018800	LT594508	601306	602712													
OG6_532523	PF3D7_0206900	Pf3D7_02_v3	274946	276712	PocGH01_04023100	PocGH01_04_v2	526953	528167	POWCR01_040018600	LT594508	595875	596693													
OG6_101909	PF3D7_0207200	Pf3D7_02_v3	287423	288941	PocGH01_04022800	PocGH01_04_v2	513131	513643	POWCR01_040018400	LT594508	583683	584195													
OG6_102159	PF3D7_0208200	Pf3D7_02_v3	335421	337000	PocGH01_04021800	PocGH01_04_v2	464814	465758	POWCR01_040017500	LT594508	533603	534532													
OG6_138488	PF3D7_0208300	Pf3D7_02_v3	337310	343223	PocGH01_04021700	PocGH01_04_v2	459374	463925	POWCR01_040017400	LT594508	527856	532439													
OG6_100295	PF3D7_0208400	Pf3D7_02_v3	342081	351139	PocGH01_04021600	PocGH01_04_v2	453264	459185	POWCR01_040017300	LT594508	521902	527658													
OG6_100820	PF3D7_0208500	Pf3D7_02_v3	351650	354043	PocGH01_04021500	PocGH01_04_v2	448727	449642	POWCR01_040017200	LT594508	516928	517851													
OG6_103646	PF3D7_0208700	Pf3D7_02_v3	356196	358035	PocGH01_04021300	PocGH01_04_v2	444006	445691	POWCR01_040017000	LT594508	512195	513874													
OG6_533623	PF3D7_0208800	Pf3D7_02_v3	358084	360086	PocGH01_04021200	PocGH01_04_v2	442595	443305	POWCR01_040016900	LT594508	510678	511388													
OG6_532801	PF3D7_0209000	Pf3D7_02_v3	369351	380156	PocGH01_04021000	PocGH01_04_v2	425273	433126	POWCR01_040016700	LT594508	493088	500941													
OG6_144769	PF3D7_0209100	Pf3D7_02_v3	380935	384245	PocGH01_04020900	PocGH01_04_v2	421717	424272	POWCR01_040016600	LT594508	488620	492615													
OG6_102545	PF3D7_0209200	Pf3D7_02_v3	384529	386885	PocGH01_04020800	PocGH01_04_v2	418405	420243	POWCR01_040016500	LT594508	485313	485671													
OG6_105913	PF3D7_0209300	Pf3D7_02_v3	386930	388236	PocGH01_04020700	PocGH01_04_v2	417031	417914	POWCR01_040016400	LT594508	483830	484368													
OG6_102304	PF3D7_0209400	Pf3D7_02_v3	388216	391107	PocGH01_04020600	PocGH01_04_v2	414736	416809	POWCR01_040016300	LT594508	481451	483616													
OG6_117850	PF3D7_0209600	Pf3D7_02_v3	393969	399286	PocGH01_04020400	PocGH01_04_v2	406313	410537	POWCR01_040016100	LT594508	472497	476988													
OG6_145182	PF3D7_0209700	Pf3D7_02_v3	400078	402755	PocGH01_04020300	PocGH01_04_v2	403794	405233	POWCR01_040016000	LT594508	469966	471414													
OG6_101150	PF3D7_0209800	Pf3D7_02_v3	403095	406706	PocGH01_04020200	PocGH01_04_v2	400214	401783	POWCR01_040015900	LT594508	466153	467748													
OG6_101625	PF3D7_0210000	Pf3D7_02_v3	409983	411199	PocGH01_04020100	PocGH01_04_v2	395377	395625	POWCR01_040015800	LT594508	461373	461621													
OG6_100717	PF3D7_0210100	Pf3D7_02_v3	411419	412963	PocGH01_04020000	PocGH01_04_v2	392744	393705	POWCR01_040015700	LT594508	458489	459458													
OG6_532595	PF3D7_0210200	Pf3D7_02_v3	412948	421861	PocGH01_04019900	PocGH01_04_v2	385284	392406	POWCR01_040015600	LT594508	451403	458149													
OG6_103648	PF3D7_0210400	Pf3D7_02_v3	425599	427108	PocGH01_04019700	PocGH01_04_v2	378650	379540	POWCR01_040015400	LT594508	444727	445626													
OG6_532866	PF3D7_0210500	Pf3D7_02_v3	427161	431611	PocGH01_04019600	PocGH01_04_v2	374383	378093	POWCR01_040015300	LT594508	440440	444162													
OG6_533710	PF3D7_0210800	Pf3D7_02_v3	437342	439708	PocGH01_04019300	PocGH01_04_v2	367240	368409	POWCR01_040015000	LT594508	433213	434388													
OG6_532396	PF3D7_0210900	Pf3D7_02_v3	441381	443570	PocGH01_04019200	PocGH01_04_v2	362770	363657	POWCR01_040014900	LT594508	428857	429744													
OG6_533160	PF3D7_0211100	Pf3D7_02_v3	451526	455367	PocGH01_04019100	PocGH01_04_v2	348106	351423	POWCR01_040014800	LT594508	414101	417418													
OG6_171408	PF3D7_0211200	Pf3D7_02_v3	455265	456900	PocGH01_04019000	PocGH01_04_v2	346916	347665	POWCR01_040014700	LT594508	412917	413666													
OG6_138000	PF3D7_0211300	Pf3D7_02_v3	456907	458616	PocGH01_04018900	PocGH01_04_v2	344228	345954	POWCR01_040014600	LT594508	410260	411989													
OG6_105131	PF3D7_0211400	Pf3D7_02_v3	458932	461640	PocGH01_04018800	PocGH01_04_v2	340237	343391	POWCR01_040014500	LT594508	406317	409468													
OG6_131042	PF3D7_0211500	Pf3D7_02_v3	463147	467352	PocGH01_04018700	PocGH01_04_v2	334272	338330	POWCR01_040014400	LT594508	400033	404232													
OG6_102531	PF3D7_0211600	Pf3D7_02_v3	467682	468518	PocGH01_04018500	PocGH01_04_v2	329394	330023	POWCR01_040014200	LT594508	395307	395936													
OG6_105153	PF3D7_0211700	Pf3D7_02_v3	469408	474167	PocGH01_04018400	PocGH01_04_v2	324498	327575	POWCR01_040014100	LT594508	390440	393523													
OG6_134004	PF3D7_0211900	Pf3D7_02_v3	477189	479816	PocGH01_04018200	PocGH01_04_v2	319081	320727	POWCR01_040013900	LT594508	384958	386767													
OG6_104078	PF3D7_0212000	Pf3D7_02_v3	479683	481854	PocGH01_04018100	PocGH01_04_v2	316725	318183	POWCR01_040013800	LT594508	382790	384243													
OG6_100994	PF3D7_0212300	Pf3D7_02_v3	491640	495105	PocGH01_04017800	PocGH01_04_v2	303862	305571	POWCR01_040013500	LT594508	369294	371039													
OG6_533473	PF3D7_0212400	Pf3D7_02_v3	494337	507898	PocGH01_04017700	PocGH01_04_v2	293367	303238	POWCR01_040013400	LT594508	358820	368638													
OG6_533497	PF3D7_0212500	Pf3D7_02_v3	508665	521769	PocGH01_04017600	PocGH01_04_v2	281194	291828	POWCR01_040013300	LT594508	346282	357204													
OG6_179325	PF3D7_0212600	Pf3D7_02_v3	522339	524405	PocGH01_04017500	PocGH01_04_v2	278471	279655	POWCR01_040013200	LT594508	343340	344529													
OG6_533042	PF3D7_0212700	Pf3D7_02_v3	524470	526067	PocGH01_04017400	PocGH01_04_v2	276765	277853	POWCR01_040013100	LT594508	341602	342690													
OG6_108194	PF3D7_0212900	Pf3D7_02_v3	532001	534657	PocGH01_04017200	PocGH01_04_v2	269655	271202	POWCR01_040013000	LT594508	338675	339721													
OG6_146145	PF3D7_0213000	Pf3D7_02_v3	534659	536945	PocGH01_04017100	PocGH01_04_v2	268894	269394	POWCR01_040012900	LT594508	337068	337568													
OG6_132854	PF3D7_0213400	Pf3D7_02_v3	540403	543807	PocGH01_04016700	PocGH01_04_v2	261180	262858	POWCR01_040012600	LT594508	329149	330869													
OG6_104377	PF3D7_0213700	Pf3D7_02_v3	556774	558250	PocGH01_04016400	PocGH01_04_v2	247369	248007	POWCR01_040012300	LT594508	314669	315422													
OG6_158724	PF3D7_0213800	Pf3D7_02_v3	558585	560594	PocGH01_04016300	PocGH01_04_v2	243860	245863	POWCR01_040012200	LT594508	311070	313132													
OG6_102087	PF3D7_0214000	Pf3D7_02_v3	565669	568518	PocGH01_04016100	PocGH01_04_v2	236754	238548	POWCR01_040012000	LT594508	304470	306273													
OG6_101250	PF3D7_0214100	Pf3D7_02_v3	568246	573893	PocGH01_04016000	PocGH01_04_v2	231646	236276	POWCR01_040011900	LT594508	298821	303685													
OG6_101118	PF3D7_0214200	Pf3D7_02_v3	574898	576521	PocGH01_04015900	PocGH01_04_v2	228396	229169	POWCR01_040011800	LT594508	295138	295914													
OG6_132248	PF3D7_0214400	Pf3D7_02_v3	586717	589640	PocGH01_04015700	PocGH01_04_v2	220968	222961	POWCR01_040011600	LT594508	287395	289282													
OG6_533367	PF3D7_0214500	Pf3D7_02_v3	590110	591752	PocGH01_04015600	PocGH01_04_v2	219161	220078	POWCR01_040011500	LT594508	285139	286059													
OG6_532815	PF3D7_0214700	Pf3D7_02_v3	599425	601740	PocGH01_04015400	PocGH01_04_v2	207130	209255	POWCR01_040011300	LT594508	274219	274912													
OG6_532626	PF3D7_0214800	Pf3D7_02_v3	603261	609873	PocGH01_04015300	PocGH01_04_v2	202021	206024	POWCR01_040011200	LT594508	269431	273477													
OG6_102038	PF3D7_0215100	Pf3D7_02_v3	622029	624953	PocGH01_04015000	PocGH01_04_v2	188622	190851	POWCR01_040010900	LT594508	253282	255557													
OG6_106172	PF3D7_0215200	Pf3D7_02_v3	625082	627710	PocGH01_04014900	PocGH01_04_v2	185749	186480	POWCR01_040010800	LT594508	250416	251147													
OG6_185965	PF3D7_0215800	Pf3D7_02_v3	650472	653693	PocGH01_04014400	PocGH01_04_v2	164652	167153	POWCR01_040010300	LT594508	228694	231354													
OG6_104274	PF3D7_0215900	Pf3D7_02_v3	654918	656840	PocGH01_04014300	PocGH01_04_v2	161146	163098	POWCR01_040010200	LT594508	225412	227107													
OG6_101122	PF3D7_0216000	Pf3D7_02_v3	657770	664734	PocGH01_04014200	PocGH01_04_v2	154386	159365	POWCR01_040010100	LT594508	217901	222814													
OG6_533600	PF3D7_0216100	Pf3D7_02_v3	664805	668532	PocGH01_04014100	PocGH01_04_v2	150781	153983	POWCR01_040010000	LT594508	214132	217580													
OG6_105961	PF3D7_0216200	Pf3D7_02_v3	668745	670058	PocGH01_04014000	PocGH01_04_v2	149134	149896	POWCR01_040009900	LT594508	212499	213261													
OG6_533753	PF3D7_0216300	Pf3D7_02_v3	670210	675095	PocGH01_04013900	PocGH01_04_v2	144570	148313	POWCR01_040009800	LT594508	208077	211652													
OG6_101522	PF3D7_0216400	Pf3D7_02_v3	675368	678010	PocGH01_04013800	PocGH01_04_v2	140937	143033	POWCR01_040009700	LT594508	204433	206529													
OG6_100974	PF3D7_0216600	Pf3D7_02_v3	685475	689382	PocGH01_04013600	PocGH01_04_v2	129841	131703	POWCR01_040009500	LT594508	192505	194370													
OG6_533774	PF3D7_0216900	Pf3D7_02_v3	701245	702894	PocGH01_04013300	PocGH01_04_v2	115933	117384	POWCR01_040009200	LT594508	178667	180127													
OG6_100771	PF3D7_0217100	Pf3D7_02_v3	707101	709839	PocGH01_04013100	PocGH01_04_v2	108737	110371	POWCR01_040009000	LT594508	171110	172774													
OG6_128568	PF3D7_0217200	Pf3D7_02_v3	709474	715607	PocGH01_04013000	PocGH01_04_v2	104854	108582	POWCR01_040008900	LT594508	167186	170905													
OG6_102766	PF3D7_0217300	Pf3D7_02_v3	715609	716549	PocGH01_04012900	PocGH01_04_v2	102953	103888	POWCR01_040008800	LT594508	165324	166145													
OG6_114757	PF3D7_0217500	Pf3D7_02_v3	719266	723617	PocGH01_04012700	PocGH01_04_v2	96336	98622	POWCR01_040008600	LT594508	158165	160698													
OG6_532958	PF3D7_0217600	Pf3D7_02_v3	723183	730639	PocGH01_04012600	PocGH01_04_v2	89674	95374	POWCR01_040008500	LT594508	151339	157157													
OG6_104741	PF3D7_0217700	Pf3D7_02_v3	731101	733231	PocGH01_04012500	PocGH01_04_v2	87301	88657	POWCR01_040008400	LT594508	148906	150295													
OG6_100814	PF3D7_0217800	Pf3D7_02_v3	733477	734855	PocGH01_04012400	PocGH01_04_v2	85184	85507	POWCR01_040008300	LT594508	146635	146958													
OG6_102325	PF3D7_0217900	Pf3D7_02_v3	734887	738046	PocGH01_04012300	PocGH01_04_v2	82887	84365	POWCR01_040008200	LT594508	144312	145790													
OG6_101335	PF3D7_0218000	Pf3D7_02_v3	738216	740285	PocGH01_04012200	PocGH01_04_v2	79606	80598	POWCR01_040008100	LT594508	140996	141988													
OG6_158742	PF3D7_0218100	Pf3D7_02_v3	740884	742775	PocGH01_04012100	PocGH01_04_v2	76539	78079	POWCR01_040008000	LT594508	137872	139438													
OG6_102128	PF3D7_0218300	Pf3D7_02_v3	747303	749586	PocGH01_04011900	PocGH01_04_v2	68159	69827	POWCR01_040007800	LT594508	129026	130681													
OG6_101585	PF3D7_0218400	Pf3D7_02_v3	749749	751772	PocGH01_04011800	PocGH01_04_v2	65491	67050	POWCR01_040007700	LT594508	126234	127796													
OG6_102323	PF3D7_0218500	Pf3D7_02_v3	752461	754956	PocGH01_04011700	PocGH01_04_v2	63569	64324	POWCR01_040007600	LT594508	124813	124986													
OG6_153994	PF3D7_0218600	Pf3D7_02_v3	755057	763428	PocGH01_04011600	PocGH01_04_v2	56320	62134	POWCR01_040007500	LT594508	116983	122973													
OG6_102543	PF3D7_0218700	Pf3D7_02_v3	762841	765517	PocGH01_04011500	PocGH01_04_v2	53738	55514	POWCR01_040007400	LT594508	114282	116064													
OG6_101495	PF3D7_0219100	Pf3D7_02_v3	769194	771126	PocGH01_04011100	PocGH01_04_v2	46738	48069	POWCR01_040007000	LT594508	107273	108604													
OG6_215317	PF3D7_0219300	Pf3D7_02_v3	773171	774191	PocGH01_04010900	PocGH01_04_v2	43596	43964	POWCR01_040006900	LT594508	104126	104494													
OG6_103949	PF3D7_0219400	Pf3D7_02_v3	774447	776838	PocGH01_04010800	PocGH01_04_v2	41067	41525	POWCR01_040006800	LT594508	101628	102086													
OG6_101059	PF3D7_0219600	Pf3D7_02_v3	778816	782444	PocGH01_04010600	PocGH01_04_v2	34384	37143	POWCR01_040006600	LT594508	94913	97672													
